Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Luxembourg,LU,LUX,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,1.0,,,,,,,6.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,
Luxembourg,LU,LUX,"Climate related disasters frequency, Number of People Affected: Extreme temperature",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,
Luxembourg,LU,LUX,"Climate related disasters frequency, Number of People Affected: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
Luxembourg,LU,LUX,"Climate related disasters frequency, Number of People Affected: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,1519.0,,,,,
Luxembourg,LU,LUX,"Climate related disasters frequency, Number of People Affected: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,0.0,,,,,,,0.0,,,0.0,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,1519.0,,0.0,0.0,0.0,
"Madagascar, Rep. of",MG,MDG,"Climate related disasters frequency, Number of Disasters: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,1.0,,1.0,1.0,,,1.0,,,,
"Madagascar, Rep. of",MG,MDG,"Climate related disasters frequency, Number of Disasters: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,2.0,,1.0,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,
"Madagascar, Rep. of",MG,MDG,"Climate related disasters frequency, Number of Disasters: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,3.0,,1.0,2.0,,,2.0,,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,6.0,2.0,3.0
"Madagascar, Rep. of",MG,MDG,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,2.0,1.0,1.0,1.0,,2.0,,1.0,1.0,,1.0,,,3.0,,1.0,2.0,1.0,,3.0,,4.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,7.0,2.0,3.0
"Madagascar, Rep. of",MG,MDG,"Climate related disasters frequency, Number of People Affected: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,1000000.0,,,,,,,950000.0,,,,,,,,,,,,231290.0,,600000.0,,,14000.0,,,720000.0,,,,,,20000.0,,1140000.0,1260000.0,,,1680000.0,,,,
"Madagascar, Rep. of",MG,MDG,"Climate related disasters frequency, Number of People Affected: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,,28223.0,,,,,,,,,,,,20000.0,,,,,23370.0,,59617.0,,33000.0,,,,,,,,24000.0,,,,0.0,106846.0,1400.0,62114.0,,
"Madagascar, Rep. of",MG,MDG,"Climate related disasters frequency, Number of People Affected: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,118000.0,70000.0,13560.0,100215.0,,84309.0,,,55346.0,,250000.0,,,540051.0,,100000.0,600000.0,,,1106209.0,,528100.0,162750.0,1032429.0,7985.0,6516.0,222511.0,533166.0,130799.0,192132.0,115215.0,335599.0,44879.0,1736.0,210887.0,,434253.0,212190.0,21393.0,3200.0,1000.0,428270.0,389870.0,251144.0
"Madagascar, Rep. of",MG,MDG,"Climate related disasters frequency, Number of People Affected: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,1118000.0,70000.0,13560.0,100215.0,,112532.0,,950000.0,55346.0,,250000.0,,,540051.0,,100000.0,600000.0,20000.0,,1337499.0,,1128100.0,186120.0,1032429.0,81602.0,6516.0,255511.0,1253166.0,130799.0,192132.0,115215.0,335599.0,44879.0,21736.0,234887.0,1140000.0,1694253.0,212190.0,21393.0,1790046.0,2400.0,490384.0,389870.0,251144.0
Malawi,MW,MWI,"Climate related disasters frequency, Number of Disasters: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,1.0,,1.0
Malawi,MW,MWI,"Climate related disasters frequency, Number of Disasters: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,1.0,,,,,,,1.0,,1.0,,,,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,2.0,4.0,1.0,,1.0,3.0,2.0,1.0,,1.0,1.0,1.0,3.0,2.0,1.0,,1.0,,2.0
Malawi,MW,MWI,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Malawi,MW,MWI,"Climate related disasters frequency, Number of Disasters: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,1.0,2.0,1.0,1.0
Malawi,MW,MWI,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,1.0,1.0,2.0,3.0,2.0,,3.0,2.0,5.0,1.0,,1.0,3.0,4.0,1.0,,3.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,4.0
Malawi,MW,MWI,"Climate related disasters frequency, Number of People Affected: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,,,1429267.0,,,2800000.0,,7000000.0,,,,,,,,,,2829435.0,,,5100000.0,,520000.0,,,,,1900000.0,,,6700000.0,,,,,,,2678193.0,,6100000.0
Malawi,MW,MWI,"Climate related disasters frequency, Number of People Affected: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,6000.0,,,,,,,100000.0,,150000.0,,,,1300.0,,400000.0,15000.0,2000.0,20000.0,508750.0,396340.0,19500.0,,44500.0,16000.0,201965.0,16380.0,,21290.0,83587.0,90735.0,33000.0,,638645.0,2800.0,55921.0,9613.0,991646.0,2250.0,,94185.0,,62832.0
Malawi,MW,MWI,"Climate related disasters frequency, Number of People Affected: Landslide",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,
Malawi,MW,MWI,"Climate related disasters frequency, Number of People Affected: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,6000.0,,,350.0,,,,,,55551.0,945934.0,2269644.0,45191.0
Malawi,MW,MWI,"Climate related disasters frequency, Number of People Affected: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,6000.0,,,,,1429267.0,,100000.0,2800000.0,150000.0,7000000.0,,,1300.0,,400000.0,15000.0,2000.0,20000.0,508750.0,3225775.0,19500.0,,5144508.0,16000.0,721965.0,16380.0,,21290.0,83587.0,1996735.0,33000.0,,7338995.0,2800.0,55921.0,9613.0,991755.0,2250.0,55551.0,3718312.0,2269644.0,6208023.0
Malaysia,MY,MYS,"Climate related disasters frequency, Number of Disasters: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Malaysia,MY,MYS,"Climate related disasters frequency, Number of Disasters: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,1.0,1.0,1.0,4.0,,3.0,3.0,2.0,4.0,2.0,2.0,2.0,,1.0,,1.0,1.0,1.0,4.0,3.0,2.0,4.0,5.0,8.0,5.0,4.0,
Malaysia,MY,MYS,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,
Malaysia,MY,MYS,"Climate related disasters frequency, Number of Disasters: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,,2.0,,,,,,,,,,,,,1.0,,,,,,,
Malaysia,MY,MYS,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,2.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,5.0,3.0,4.0,2.0,2.0,2.0,,2.0,,1.0,2.0,1.0,4.0,4.0,2.0,4.0,5.0,8.0,6.0,4.0,
Malaysia,MY,MYS,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Malaysia,MY,MYS,"Climate related disasters frequency, Number of People Affected: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,,,,,,,,,,,,,,5000.0,,,,,,,,,,,,,,,,2200000.0,,,,,,,,,,
Malaysia,MY,MYS,"Climate related disasters frequency, Number of People Affected: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,15000.0,,,25000.0,2576.0,60000.0,,,,,25000.0,,,418.0,,2500.0,2000.0,8000.0,33200.0,,18800.0,31038.0,30600.0,106518.0,166533.0,8000.0,10875.0,,20000.0,,75000.0,230000.0,3000.0,31841.0,21981.0,16900.0,22477.0,21883.0,164641.0,90625.0,84187.0,
Malaysia,MY,MYS,"Climate related disasters frequency, Number of People Affected: Landslide",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,,,,,,,,,,,23.0,262.0,,,,,,0.0,,,,,,,,,6.0,,,,,,,,,,,94.0,,
Malaysia,MY,MYS,"Climate related disasters frequency, Number of People Affected: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,,,,,,,,,,,,4176.0,2115.0,,,500.0,,155.0,,41000.0,,,,,,,,,,,,,426.0,,,,,,,
Malaysia,MY,MYS,"Climate related disasters frequency, Number of People Affected: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,15000.0,,,25000.0,2576.0,60000.0,,,,,25000.0,,3023.0,4856.0,2115.0,7500.0,2000.0,8500.0,33200.0,155.0,18800.0,72038.0,30600.0,106518.0,166533.0,8000.0,10875.0,,20006.0,,75000.0,2430000.0,3000.0,31841.0,22407.0,16900.0,22477.0,21883.0,164641.0,90719.0,84187.0,
Malaysia,MY,MYS,"Climate related disasters frequency, Number of People Affected: Wildfire",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,,,,,,,,,,,3000.0,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Maldives,MV,MDV,"Climate related disasters frequency, Number of Disasters: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,
Maldives,MV,MDV,"Climate related disasters frequency, Number of Disasters: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
Maldives,MV,MDV,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,
Maldives,MV,MDV,"Climate related disasters frequency, Number of People Affected: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,1649.0,,,,,,,,,,,,1800.0,,,,,
Maldives,MV,MDV,"Climate related disasters frequency, Number of People Affected: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,,,,,,,23849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.0,,,
Maldives,MV,MDV,"Climate related disasters frequency, Number of People Affected: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,,,300.0,,,,23849.0,,,,,,,,,,,,,,,,1649.0,,,,,,,,,,,,1800.0,,1320.0,,,
